BTR_noCVEM_K5,BTR_noCVEM_K10,BTR_noCVEM_K20,BTR_noCVEM_K30,BTR_noCVEM_K50
-0.608894331,-0.899444749,-0.894546503,-0.888056602,-0.891004282
-0.608893631,-0.899443584,-0.894545877,-0.888056516,-0.891002641
-0.608881062,-0.899442966,-0.894545384,-0.888056143,-0.891000675
-0.60887797,-0.899442042,-0.894542856,-0.888055321,-0.891000403
-0.60887526,-0.899440454,-0.894541032,-0.888055291,-0.890998798
-0.608870791,-0.899440195,-0.894540224,-0.888055122,-0.890998268
-0.608861543,-0.899439343,-0.894539011,-0.888053476,-0.890997165
-0.608860814,-0.89943934,-0.894538132,-0.888052761,-0.890996085
-0.608859735,-0.899438438,-0.894537929,-0.888052729,-0.890994943
-0.608845217,-0.899437968,-0.894537464,-0.888052269,-0.890993151
-0.608835609,-0.89943795,-0.894537438,-0.888050734,-0.890992169
-0.608832833,-0.899437787,-0.894536875,-0.888049566,-0.890990172
-0.608798269,-0.899437529,-0.894536506,-0.888048875,-0.89098944
-0.608790214,-0.899435925,-0.894534316,-0.888048816,-0.890989067
-0.608786709,-0.899435641,-0.894534163,-0.888048605,-0.8909882
-0.608786502,-0.899435626,-0.894533718,-0.888048022,-0.89098512
-0.608786095,-0.899433661,-0.894533634,-0.888047912,-0.890983199
-0.608758382,-0.899432743,-0.894532491,-0.88804748,-0.890983156
-0.608755022,-0.89943218,-0.894532399,-0.888046465,-0.890982759
-0.60874174,-0.899431727,-0.89453221,-0.888046398,-0.890982752
-0.608734845,-0.899431247,-0.894531246,-0.888045696,-0.890982647
-0.608727819,-0.899430339,-0.894529879,-0.888045579,-0.890982009
-0.608706111,-0.89942989,-0.894528835,-0.888044846,-0.890979734
-0.608699408,-0.89942725,-0.894528,-0.888043674,-0.89097716
-0.60869501,-0.89942513,-0.894526927,-0.888043211,-0.890975887
-0.608694336,-0.899425014,-0.894526882,-0.88804292,-0.890975461
-0.608693615,-0.899424276,-0.894526514,-0.888042305,-0.890975063
-0.608691568,-0.899421822,-0.894525816,-0.888041998,-0.890974746
-0.60868922,-0.899420675,-0.894524121,-0.888041194,-0.890974217
-0.608678963,-0.899420564,-0.894523257,-0.888040578,-0.890973773
-0.60867707,-0.899419707,-0.894522908,-0.888039686,-0.890972868
-0.608663074,-0.899419694,-0.894522494,-0.888038583,-0.890972035
-0.608652734,-0.899417733,-0.894521929,-0.888038488,-0.890971229
-0.608642959,-0.899417723,-0.894520956,-0.88803697,-0.89097051
-0.608629598,-0.89941766,-0.894520533,-0.888036686,-0.890970027
-0.60862653,-0.899417508,-0.89451959,-0.888035956,-0.89096999
-0.608625182,-0.89941738,-0.89451913,-0.888034903,-0.890968181
-0.608617213,-0.899416602,-0.89451851,-0.888032927,-0.890967872
-0.60860244,-0.899415206,-0.89451815,-0.888032254,-0.890966073
-0.608590888,-0.899414844,-0.894517346,-0.888031072,-0.890964724
-0.608576132,-0.899414525,-0.89451678,-0.888030907,-0.890964422
-0.608561047,-0.899414426,-0.894516411,-0.888030304,-0.890962321
-0.608547659,-0.89941428,-0.894516368,-0.888029647,-0.890962048
-0.608547304,-0.899413481,-0.894516093,-0.888029572,-0.890958525
-0.608545581,-0.899413258,-0.894515803,-0.88802892,-0.890958472
-0.608542256,-0.899412593,-0.894514909,-0.888028476,-0.890958447
-0.608541503,-0.899412361,-0.894514812,-0.888027117,-0.890956574
-0.608535226,-0.899412115,-0.894512441,-0.888026988,-0.890953565
-0.608535078,-0.899411773,-0.894509067,-0.888026887,-0.890952602
-0.608528015,-0.899409846,-0.894509013,-0.888025169,-0.890952585
-0.608518062,-0.899409661,-0.894508833,-0.888025163,-0.890951416
-0.608514433,-0.899409577,-0.89450722,-0.888024983,-0.890950075
-0.608504234,-0.899409373,-0.894505168,-0.888024874,-0.890949824
-0.608500916,-0.899409105,-0.894505005,-0.888023119,-0.890949341
-0.608490029,-0.899407701,-0.894502839,-0.888019846,-0.890949222
-0.608484759,-0.899407027,-0.894502737,-0.888019842,-0.890948677
-0.608483575,-0.899406835,-0.894502427,-0.888018852,-0.890948551
-0.608482224,-0.899406831,-0.894502325,-0.888018546,-0.890948113
-0.608478126,-0.899405971,-0.894501818,-0.88801767,-0.890947029
-0.608474878,-0.899404475,-0.89450145,-0.88801679,-0.890942654
-0.608465897,-0.899404243,-0.894501261,-0.888015999,-0.890941903
-0.608459604,-0.899404172,-0.894500298,-0.888015105,-0.890939016
-0.608451315,-0.899403021,-0.894499959,-0.888014122,-0.890938779
-0.608431863,-0.899402932,-0.894498916,-0.888013951,-0.890936305
-0.608427493,-0.899400742,-0.894498813,-0.888011515,-0.890933612
-0.608417766,-0.89939935,-0.894498071,-0.888010741,-0.890933546
-0.608389715,-0.899398487,-0.894497003,-0.888010085,-0.890933112
-0.608379033,-0.899397688,-0.894496373,-0.888008749,-0.890931759
-0.608374447,-0.899397078,-0.894495247,-0.888008709,-0.89092893
-0.608359627,-0.899396896,-0.894494941,-0.888008571,-0.890928637
-0.608359026,-0.899396831,-0.894494434,-0.88800847,-0.890927073
-0.608318064,-0.899396278,-0.894492353,-0.888008417,-0.890926562
-0.608315419,-0.899396185,-0.894492292,-0.888007179,-0.89092611
-0.608307495,-0.899395843,-0.894490112,-0.888006872,-0.890925147
-0.608306655,-0.899395588,-0.89448979,-0.888005679,-0.890924096
-0.608304003,-0.899395517,-0.894488727,-0.888005512,-0.890924095
-0.608303804,-0.899395496,-0.894485781,-0.8880042,-0.890923977
-0.608301432,-0.899395144,-0.894483155,-0.888004181,-0.890923012
-0.608293975,-0.899392695,-0.89448313,-0.88800411,-0.890921722
-0.608291697,-0.899391618,-0.894482946,-0.88800325,-0.890920727
-0.608284909,-0.899391582,-0.894481969,-0.888003138,-0.89091938
-0.608281858,-0.89939092,-0.894479188,-0.888003065,-0.890919012
-0.608279337,-0.899390856,-0.894478997,-0.888002768,-0.890918486
-0.608227888,-0.899390751,-0.894478771,-0.888001563,-0.890917808
-0.608221254,-0.899389982,-0.894478081,-0.888000611,-0.890917546
-0.608220062,-0.899389375,-0.894477119,-0.887998449,-0.890916143
-0.608216924,-0.899389333,-0.894477044,-0.887998384,-0.890913888
-0.608212466,-0.899389267,-0.894476971,-0.887997988,-0.890913014
-0.608211899,-0.899389147,-0.894475715,-0.887996309,-0.890911748
-0.608206647,-0.899388348,-0.894474835,-0.887995312,-0.890911476
-0.608183899,-0.899387979,-0.894472526,-0.887995198,-0.89091092
-0.608172748,-0.899387877,-0.894471832,-0.887994652,-0.890907292
-0.60816801,-0.899387446,-0.894471823,-0.887994293,-0.890907105
-0.608154679,-0.899386766,-0.894470369,-0.887991559,-0.890906448
-0.608154546,-0.899386718,-0.894469129,-0.887990941,-0.890905383
-0.608151369,-0.899386437,-0.894468933,-0.887987235,-0.890904666
-0.608147685,-0.89938535,-0.894468309,-0.887986021,-0.890904608
-0.608146039,-0.899384399,-0.894467561,-0.887985014,-0.890904356
-0.608140919,-0.89938369,-0.89446692,-0.887984909,-0.890904006
-0.608126317,-0.899383624,-0.894466093,-0.887984454,-0.890900718
-0.608118898,-0.89938276,-0.894466062,-0.887984336,-0.890899285
-0.608118704,-0.899381319,-0.8944641,-0.887984126,-0.890897196
-0.608110304,-0.899380929,-0.894463883,-0.887983105,-0.890896686
-0.608098939,-0.899380128,-0.894463477,-0.887982596,-0.890895521
-0.608089044,-0.89937987,-0.894462481,-0.88798191,-0.890894264
-0.608084044,-0.899379749,-0.894461138,-0.887980928,-0.890893731
-0.608078551,-0.899378279,-0.894459004,-0.887980031,-0.890892397
-0.608065785,-0.899378154,-0.894458654,-0.887979893,-0.89089236
-0.608065191,-0.899378075,-0.894458183,-0.887977692,-0.890892041
-0.608053662,-0.899376953,-0.894454937,-0.887977622,-0.890891736
-0.608008659,-0.899376951,-0.89445381,-0.88797621,-0.890889235
-0.608003096,-0.899375545,-0.894452852,-0.887974709,-0.890887744
-0.607999314,-0.899373427,-0.894451138,-0.887974636,-0.890887667
-0.607998013,-0.899373272,-0.894450932,-0.887972366,-0.890887423
-0.607994467,-0.899373143,-0.894450754,-0.887972006,-0.890885615
-0.607982406,-0.89937274,-0.894449661,-0.887971838,-0.890884758
-0.607981316,-0.899371827,-0.894448798,-0.887971782,-0.890884383
-0.60797706,-0.899369659,-0.894447868,-0.887969077,-0.890882844
-0.607963518,-0.899369071,-0.894446858,-0.887968827,-0.890882181
-0.607961888,-0.899369051,-0.894446375,-0.887968526,-0.890881933
-0.607955312,-0.899369027,-0.894446004,-0.887968115,-0.890881834
-0.607950675,-0.899368925,-0.894445954,-0.887968059,-0.890881559
-0.607937002,-0.899368313,-0.894445526,-0.887967154,-0.890880968
-0.607919755,-0.899368072,-0.894443816,-0.8879665,-0.890878976
-0.607912489,-0.899367762,-0.89444248,-0.887965841,-0.890878532
-0.607907383,-0.899367088,-0.894441865,-0.887965201,-0.890878153
-0.607891197,-0.899366474,-0.894440638,-0.887963863,-0.890877211
-0.607877846,-0.899366244,-0.894440603,-0.887963398,-0.890876303
-0.607868381,-0.899365895,-0.89443975,-0.88796274,-0.89087576
-0.607858692,-0.899365088,-0.894438287,-0.887961539,-0.890875739
-0.607854464,-0.899364667,-0.894438227,-0.887960617,-0.890869348
-0.607843398,-0.899364322,-0.894437237,-0.887959812,-0.890869255
-0.607837176,-0.899364169,-0.894435959,-0.887958447,-0.890868386
-0.607830206,-0.899363423,-0.894435195,-0.887958253,-0.890868147
-0.607824763,-0.899363294,-0.894434948,-0.887956718,-0.890865775
-0.607792596,-0.899362451,-0.894434216,-0.887954929,-0.89086484
-0.607783701,-0.899361664,-0.894427874,-0.887954786,-0.890863948
-0.607762346,-0.899361213,-0.894427769,-0.887953297,-0.890863887
-0.607758217,-0.899361009,-0.894427751,-0.887953206,-0.890862968
-0.607740738,-0.899360917,-0.894427714,-0.887952007,-0.890862269
-0.607711625,-0.899360425,-0.894426888,-0.887949976,-0.890859387
-0.607704563,-0.899359851,-0.894425857,-0.887949285,-0.890856414
-0.607700121,-0.899359467,-0.894425492,-0.887948666,-0.890855515
-0.607698949,-0.899359467,-0.894425158,-0.88794705,-0.890855464
-0.607698283,-0.899359371,-0.894424494,-0.887946991,-0.890854704
-0.607695131,-0.899359344,-0.894422632,-0.887946142,-0.890854463
-0.607683189,-0.899358283,-0.894422247,-0.887945817,-0.890853926
-0.60768157,-0.899357077,-0.894422142,-0.887943687,-0.890850369
-0.607664581,-0.899355842,-0.894422138,-0.887942945,-0.890849358
-0.607663738,-0.899354755,-0.894420911,-0.88794185,-0.890846299
-0.607653144,-0.899354135,-0.894420424,-0.887941687,-0.890845551
-0.60764435,-0.899353248,-0.894419945,-0.887941486,-0.890845235
-0.607622639,-0.899353242,-0.894418477,-0.887939885,-0.890844506
-0.607610562,-0.899352476,-0.894416212,-0.88793988,-0.890844255
-0.6076077,-0.899352439,-0.894415904,-0.887938908,-0.890843748
-0.607595012,-0.899350388,-0.894415355,-0.887938687,-0.890841179
-0.60758651,-0.899350249,-0.894415264,-0.88793826,-0.890841051
-0.607581476,-0.899349245,-0.894414938,-0.887938106,-0.890840923
-0.607572034,-0.899347762,-0.89441475,-0.887937297,-0.890839892
-0.607567049,-0.899347438,-0.894411981,-0.887936633,-0.890838559
-0.607560854,-0.89934718,-0.894411247,-0.887935098,-0.890838364
-0.607558147,-0.899346955,-0.894409414,-0.887934835,-0.890837498
-0.607558086,-0.89934584,-0.894407978,-0.887934076,-0.890836888
-0.607552382,-0.899345299,-0.894407837,-0.887933148,-0.89083641
-0.607552013,-0.899344575,-0.894407548,-0.887933039,-0.890836013
-0.607541757,-0.899344379,-0.894405713,-0.887932564,-0.890834423
-0.607538129,-0.899344283,-0.894405013,-0.887931485,-0.890831828
-0.607531108,-0.899344275,-0.894404775,-0.887931402,-0.890829721
-0.607527263,-0.899344137,-0.894404469,-0.887930205,-0.890826816
-0.607510221,-0.899343744,-0.894402471,-0.887930057,-0.890826529
-0.607504693,-0.899343184,-0.894402311,-0.887929591,-0.890824586
-0.607491532,-0.899342533,-0.894401777,-0.887928746,-0.890823136
-0.607471113,-0.899341173,-0.89440169,-0.887926789,-0.890822502
-0.607464714,-0.899340834,-0.894401596,-0.887926596,-0.890821479
-0.607463053,-0.89934031,-0.894400945,-0.887926265,-0.890821255
-0.607436059,-0.899339274,-0.894400459,-0.88792574,-0.890818868
-0.607430253,-0.899338911,-0.894400347,-0.887924869,-0.890818549
-0.607429551,-0.899338044,-0.894399516,-0.887924762,-0.890818335
-0.60742832,-0.899337565,-0.894398053,-0.887923408,-0.890816954
-0.607426968,-0.899336428,-0.894398015,-0.887923236,-0.890816726
-0.607421114,-0.899336242,-0.894396268,-0.887923142,-0.890815694
-0.607411675,-0.899335754,-0.894395945,-0.887919816,-0.890815278
-0.607399223,-0.899335595,-0.894393536,-0.887918795,-0.890814243
-0.607390232,-0.899335566,-0.894393362,-0.887918349,-0.890813594
-0.607389751,-0.899334311,-0.89439326,-0.887918103,-0.890812468
-0.607379073,-0.89933361,-0.894393073,-0.887917889,-0.890811643
-0.6073775,-0.899332992,-0.894392522,-0.887917349,-0.890810106
-0.607369712,-0.899331339,-0.894392304,-0.887917014,-0.890804944
-0.607358531,-0.899330176,-0.89439131,-0.88791684,-0.890803428
-0.607348397,-0.899329552,-0.894390964,-0.887916239,-0.890802115
-0.607343836,-0.899329207,-0.89439044,-0.887915033,-0.890801865
-0.607341128,-0.899328675,-0.894389966,-0.887913228,-0.890799357
-0.607339879,-0.899327651,-0.894388077,-0.887912805,-0.890797881
-0.607338609,-0.899327625,-0.894387098,-0.887912763,-0.890797332
-0.607330497,-0.899327445,-0.894386498,-0.887911487,-0.890793731
-0.607330105,-0.899327258,-0.894384444,-0.887910134,-0.89079334
-0.607304717,-0.899327245,-0.894382837,-0.887909392,-0.890789592
-0.607304173,-0.89932724,-0.894382194,-0.887908723,-0.890785705
-0.607298211,-0.899326627,-0.894382112,-0.887908484,-0.890785007
-0.60729104,-0.89932641,-0.894381731,-0.887908416,-0.890784007
-0.607288551,-0.899326271,-0.894381717,-0.887908005,-0.890780047
-0.607281611,-0.899325982,-0.89438123,-0.887907028,-0.890777646
-0.607278328,-0.899324105,-0.894379154,-0.887906573,-0.890775888
-0.607262509,-0.899323699,-0.894379088,-0.887906481,-0.890775843
-0.607251666,-0.899323259,-0.894378857,-0.887906411,-0.890775658
-0.607220444,-0.899322681,-0.894374951,-0.887903944,-0.890773252
-0.60721861,-0.899321969,-0.894374943,-0.887903911,-0.890772939
-0.607209251,-0.899321595,-0.894374885,-0.887903339,-0.890771212
-0.607197822,-0.899320089,-0.894374629,-0.887902581,-0.89077104
-0.607196688,-0.899317266,-0.894374462,-0.887901369,-0.890769421
-0.607175991,-0.899316292,-0.894374112,-0.887900726,-0.890769019
-0.607173413,-0.89931478,-0.894374029,-0.887899648,-0.890768945
-0.607147135,-0.899314402,-0.894372303,-0.887899222,-0.890767859
-0.607136242,-0.899314291,-0.894372018,-0.887898282,-0.890766968
-0.607134172,-0.89931416,-0.894370072,-0.887896792,-0.89076414
-0.607131769,-0.899313953,-0.894369445,-0.887896497,-0.890763055
-0.60713114,-0.899313655,-0.894367782,-0.887894812,-0.890762075
-0.607116696,-0.899312419,-0.894366701,-0.887893658,-0.890761445
-0.607113121,-0.89931182,-0.894366685,-0.887893525,-0.890760363
-0.607111074,-0.899311009,-0.894363653,-0.887892462,-0.890760181
-0.607109841,-0.899310876,-0.894362796,-0.887891483,-0.890758555
-0.607105617,-0.89931079,-0.894361645,-0.887890597,-0.89075358
-0.607102806,-0.89930838,-0.8943613,-0.887889389,-0.890751626
-0.607096433,-0.899307825,-0.894361223,-0.887887294,-0.890751259
-0.607094542,-0.899307417,-0.894359634,-0.887885985,-0.890750092
-0.6070925,-0.899305776,-0.894358923,-0.88788366,-0.890750061
-0.607080037,-0.899305563,-0.894355558,-0.887882333,-0.890748375
-0.607071463,-0.899305497,-0.894355075,-0.887881626,-0.890747971
-0.607064288,-0.899305321,-0.894354656,-0.887881112,-0.89074619
-0.607061127,-0.899304558,-0.894354472,-0.887880719,-0.890745682
-0.607039576,-0.899303249,-0.894354214,-0.887879958,-0.89074401
-0.607037363,-0.899302946,-0.894352126,-0.887879614,-0.890743742
-0.60703554,-0.899302813,-0.894350978,-0.887879526,-0.890743677
-0.607011861,-0.899301881,-0.894350432,-0.887879366,-0.890741095
-0.607002696,-0.899299617,-0.894350242,-0.887878349,-0.890740048
-0.607000578,-0.899299401,-0.894348358,-0.887877377,-0.890739783
-0.606998346,-0.899297499,-0.894344809,-0.887875368,-0.890739758
-0.606984042,-0.89929719,-0.894344199,-0.887875341,-0.890739257
-0.606982406,-0.899297068,-0.894343387,-0.88787517,-0.890739013
-0.606982272,-0.899296751,-0.894342601,-0.88787273,-0.890738257
-0.606958322,-0.899296748,-0.894341484,-0.887871936,-0.890737638
-0.606937422,-0.899295013,-0.894340841,-0.88787167,-0.890737455
-0.606926887,-0.899294403,-0.894340471,-0.887870237,-0.890735304
-0.606922844,-0.899293905,-0.894340305,-0.887870133,-0.890734748
-0.606921168,-0.899292632,-0.894339825,-0.887869461,-0.890733242
-0.606920715,-0.899291909,-0.894339237,-0.887868145,-0.89073246
-0.606907393,-0.899289671,-0.894338712,-0.887866687,-0.890730845
-0.60690719,-0.899289555,-0.894338712,-0.887866138,-0.890730413
-0.606906345,-0.899289424,-0.894338331,-0.887862912,-0.890729585
-0.606904496,-0.899288251,-0.894334965,-0.887862521,-0.890729434
-0.606900463,-0.899288045,-0.894331573,-0.887862073,-0.890728525
-0.606898029,-0.899287841,-0.894330012,-0.887860695,-0.890727132
-0.606894717,-0.899287136,-0.894328426,-0.887859183,-0.890726441
-0.606889746,-0.899280707,-0.894326961,-0.887858952,-0.890724377
-0.606878716,-0.899278805,-0.894326798,-0.887857673,-0.890724196
-0.606877569,-0.899278641,-0.894325458,-0.887856596,-0.890724181
-0.606877548,-0.899275744,-0.894325302,-0.887855027,-0.89072352
-0.606875708,-0.899274473,-0.894323234,-0.887853064,-0.890722828
-0.606869977,-0.89927343,-0.894321924,-0.887852275,-0.890722199
-0.606863641,-0.89927252,-0.894316779,-0.88785208,-0.890721391
-0.606852897,-0.899271882,-0.894316777,-0.887851063,-0.890720585
-0.606851332,-0.899271685,-0.894316449,-0.887850531,-0.890719746
-0.606838503,-0.899270738,-0.894315827,-0.887848489,-0.890718518
-0.606829681,-0.899270325,-0.894315777,-0.887848156,-0.890718353
-0.60682137,-0.899270141,-0.894314795,-0.887848111,-0.890716926
-0.606819609,-0.899269509,-0.894313904,-0.887844899,-0.890714651
-0.606808926,-0.899268974,-0.894312966,-0.887844052,-0.890714541
-0.606801437,-0.899268948,-0.89431296,-0.887842431,-0.89071442
-0.606793507,-0.899268677,-0.894312466,-0.88784208,-0.890713546
-0.606791369,-0.899268575,-0.894312274,-0.887840965,-0.890712232
-0.606788555,-0.899267983,-0.894310404,-0.887839099,-0.890709296
-0.606776275,-0.899267148,-0.894308815,-0.887837922,-0.890706918
-0.606775372,-0.899265191,-0.894307881,-0.887837571,-0.89070656
-0.606771871,-0.89926297,-0.894307631,-0.887837291,-0.890703672
-0.606729946,-0.899261409,-0.894306507,-0.887837136,-0.890702153
-0.606701061,-0.899260037,-0.894305962,-0.887836108,-0.89070104
-0.60668581,-0.899258589,-0.894305224,-0.88783591,-0.890699514
-0.606683422,-0.899258122,-0.894304719,-0.88783489,-0.890697256
-0.606679176,-0.899257911,-0.89430431,-0.887834721,-0.890695165
-0.606675647,-0.899257703,-0.894303871,-0.887832736,-0.890694921
-0.606662529,-0.899255988,-0.894298702,-0.887831881,-0.890694785
-0.606600309,-0.899255366,-0.894296901,-0.887831667,-0.890694292
-0.606600018,-0.899254357,-0.894296849,-0.887831031,-0.890693661
-0.606586385,-0.899253706,-0.894295413,-0.887829602,-0.89069297
-0.606564833,-0.899252337,-0.894294028,-0.887829177,-0.890689266
-0.606521184,-0.899251219,-0.894293813,-0.887829128,-0.890689233
-0.6064996,-0.899250258,-0.894293225,-0.887828094,-0.890688834
-0.606492062,-0.899249331,-0.894293086,-0.887827989,-0.890688377
-0.606488488,-0.899249324,-0.894293002,-0.887826759,-0.890687118
-0.606452495,-0.89924852,-0.894292771,-0.887825802,-0.890684536
-0.606442293,-0.899246232,-0.894292762,-0.887825225,-0.890684416
-0.606437948,-0.899244825,-0.89429251,-0.88782488,-0.890680326
-0.606431208,-0.899244639,-0.894291661,-0.887823741,-0.890678577
-0.606424695,-0.899243426,-0.894291105,-0.887820922,-0.890677695
-0.606415743,-0.899242187,-0.894290677,-0.887819378,-0.890677142
-0.606404502,-0.899242078,-0.894290328,-0.887818757,-0.890675509
-0.606394165,-0.899241721,-0.894289549,-0.887817,-0.890672765
-0.606393097,-0.899241158,-0.894288871,-0.887816667,-0.890672594
-0.606388366,-0.899240202,-0.894288479,-0.887815686,-0.890671332
-0.606383197,-0.899240161,-0.89428842,-0.88781471,-0.890670805
-0.606353988,-0.89923937,-0.894287093,-0.887814694,-0.890669303
-0.606334996,-0.899236044,-0.894286739,-0.887814403,-0.8906675
-0.60630352,-0.899235943,-0.894285634,-0.887813578,-0.890665963
-0.606298218,-0.89923592,-0.894284939,-0.887813393,-0.890664635
-0.60629625,-0.899234778,-0.894284717,-0.887812999,-0.890663129
-0.606292217,-0.899234727,-0.894282141,-0.887812224,-0.890661576
-0.606289678,-0.899233473,-0.894280231,-0.887810879,-0.890659693
-0.606280121,-0.899233172,-0.89427861,-0.887806998,-0.890658532
-0.606272749,-0.899232306,-0.894278532,-0.887806724,-0.890658073
-0.606251922,-0.899232228,-0.894278489,-0.887805891,-0.890657199
-0.606231152,-0.899231629,-0.894277732,-0.887805022,-0.890655989
-0.606227953,-0.899231442,-0.894277473,-0.887804324,-0.890654777
-0.606214743,-0.899229727,-0.894276717,-0.887803684,-0.89065344
-0.606209019,-0.899228403,-0.894274017,-0.887803086,-0.890653398
-0.606202647,-0.899228239,-0.894272108,-0.887799825,-0.890653063
-0.606198272,-0.899228074,-0.894269908,-0.887798819,-0.890652524
-0.606197036,-0.899225955,-0.894269578,-0.887796933,-0.890650471
-0.606189916,-0.899225887,-0.894269426,-0.88779401,-0.890649267
-0.606189717,-0.899225824,-0.894267581,-0.887791506,-0.890648144
-0.606188782,-0.899223219,-0.894267267,-0.887790391,-0.89064781
-0.606184684,-0.899222983,-0.89426723,-0.88778897,-0.890647664
-0.606180658,-0.899222558,-0.894266255,-0.887785982,-0.890645236
-0.606171117,-0.899219638,-0.894264739,-0.887785834,-0.89064497
-0.606166862,-0.899219524,-0.894264554,-0.887780412,-0.890644329
-0.606163802,-0.899218769,-0.894263795,-0.887780395,-0.890643527
-0.60614114,-0.899218267,-0.894263052,-0.887778641,-0.890642107
-0.606132347,-0.899216125,-0.89426283,-0.887777312,-0.89064203
-0.606116736,-0.899215421,-0.894261582,-0.887777234,-0.890640077
-0.606094442,-0.89921244,-0.894261001,-0.887776231,-0.890637363
-0.60605869,-0.899211778,-0.894260723,-0.887775195,-0.890632775
-0.606052731,-0.899210731,-0.894260576,-0.887775002,-0.890632764
-0.606046454,-0.899210612,-0.89425924,-0.887771957,-0.890630533
-0.606043731,-0.899208873,-0.89425865,-0.887771592,-0.89062962
-0.606018271,-0.899208534,-0.894257673,-0.887769998,-0.890627805
-0.605992062,-0.899208496,-0.894257343,-0.887768696,-0.890627337
-0.60598759,-0.899207377,-0.89425716,-0.887768409,-0.890625838
-0.605985109,-0.899206939,-0.894256889,-0.887768142,-0.890625568
-0.605976176,-0.899204112,-0.894255785,-0.887767158,-0.890624477
-0.605962291,-0.899203934,-0.894255155,-0.88776525,-0.890622522
-0.605943334,-0.899203087,-0.894253823,-0.887763515,-0.890620907
-0.605923428,-0.899202737,-0.894251581,-0.887763164,-0.890616912
-0.60592032,-0.899200989,-0.894250468,-0.88776105,-0.89061532
-0.605919597,-0.899199938,-0.894250468,-0.88776003,-0.890612794
-0.605917272,-0.899199615,-0.894250287,-0.887759023,-0.890612751
-0.605842681,-0.899199107,-0.894249151,-0.887758129,-0.890610993
-0.60583578,-0.89919902,-0.894248834,-0.887757565,-0.890608297
-0.605829582,-0.899197487,-0.894247581,-0.887755131,-0.890608158
-0.605827528,-0.899194593,-0.894246571,-0.887754481,-0.890607875
-0.605805371,-0.899194385,-0.894246467,-0.887754095,-0.890607112
-0.605761904,-0.89919424,-0.894245757,-0.887753515,-0.8906064
-0.605736095,-0.899194203,-0.894244295,-0.887750721,-0.890604563
-0.605729968,-0.899191149,-0.894242916,-0.887749279,-0.890604382
-0.605726148,-0.89919018,-0.894242846,-0.887745908,-0.890602762
-0.605715464,-0.899189462,-0.894240687,-0.88774568,-0.89060275
-0.605713384,-0.899189417,-0.894237996,-0.887745639,-0.890602681
-0.605705737,-0.899188948,-0.894236912,-0.887743908,-0.890601786
-0.605699543,-0.899188797,-0.89423649,-0.88774266,-0.89060093
-0.605696993,-0.899188107,-0.894235958,-0.887740931,-0.890600923
-0.605692421,-0.899187067,-0.894234506,-0.887740896,-0.890598591
-0.605690145,-0.899185222,-0.894232559,-0.887740257,-0.890597317
-0.605675588,-0.899185172,-0.894229575,-0.887740026,-0.890596053
-0.605658559,-0.899185033,-0.894229493,-0.887738317,-0.890589543
-0.605653159,-0.899182178,-0.894228135,-0.887737771,-0.890587909
-0.605633046,-0.899181548,-0.894227922,-0.887736791,-0.890584874
-0.605627307,-0.899181361,-0.89422702,-0.88773674,-0.890579181
-0.605619563,-0.899180691,-0.894225881,-0.887734513,-0.890577661
-0.605600445,-0.899180561,-0.894225197,-0.887733389,-0.890577411
-0.605599643,-0.899179835,-0.894222996,-0.887727413,-0.890576953
-0.605594079,-0.899179266,-0.894222494,-0.887726848,-0.890570091
-0.605592717,-0.899178308,-0.894221477,-0.887725621,-0.890568938
-0.605570205,-0.899177356,-0.894220238,-0.887725456,-0.890565569
-0.605569342,-0.89917463,-0.894219409,-0.887724081,-0.890564191
-0.605564076,-0.899174423,-0.894217839,-0.887723469,-0.890564089
-0.6055447,-0.899173651,-0.894217019,-0.887720342,-0.890563673
-0.605540626,-0.899173624,-0.894216613,-0.887717482,-0.890563591
-0.605533778,-0.899172743,-0.894214899,-0.887717275,-0.890563532
-0.605532237,-0.899172445,-0.894213266,-0.887713782,-0.890563532
-0.605520395,-0.899171708,-0.894213201,-0.887712409,-0.890563361
-0.605512541,-0.899167095,-0.894212664,-0.88771164,-0.89056267
-0.605512107,-0.899167003,-0.894211978,-0.887711379,-0.890562339
-0.605496798,-0.899166948,-0.894209541,-0.887710939,-0.890562014
-0.605494642,-0.899164312,-0.894208429,-0.887710448,-0.890561881
-0.605489206,-0.899162919,-0.894207616,-0.887710324,-0.890561379
-0.605465969,-0.899162741,-0.894206797,-0.887708954,-0.890558868
-0.605457087,-0.899162019,-0.89420662,-0.88770828,-0.890558454
-0.605438555,-0.899162007,-0.894204847,-0.887705787,-0.890556979
-0.605430069,-0.89916069,-0.894204682,-0.887704471,-0.890552435
-0.605416532,-0.899158675,-0.894201036,-0.887703544,-0.890551347
-0.605404599,-0.89915841,-0.894200632,-0.887702097,-0.890548746
-0.605387893,-0.899158161,-0.894196893,-0.88770089,-0.890546888
-0.605385359,-0.899157815,-0.894196265,-0.887700302,-0.890545898
-0.605377659,-0.899157352,-0.894195714,-0.887699588,-0.890545694
-0.605376973,-0.899157188,-0.894192905,-0.887699046,-0.890544538
-0.605367982,-0.899156987,-0.894192589,-0.887698644,-0.890543692
-0.605336748,-0.89915697,-0.89419252,-0.887697455,-0.890542996
-0.605314015,-0.899156964,-0.894189709,-0.887696665,-0.890542783
-0.605305758,-0.89915677,-0.894188757,-0.887694139,-0.890542656
-0.605301746,-0.899155872,-0.894187943,-0.887688741,-0.89054054
